StockCode,Total_Quantity,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_14,rolling_mean_28,Year,Month,Week,Day_of_week
84030E,4,18.0,11.0,29.0,4.857142857142857,7.428571428571429,12.357142857142858,2011,1,3,0
84378,62,40.0,12.0,15.0,39.0,30.857142857142858,23.428571428571427,2011,1,3,0
84692,50,150.0,120.0,76.0,56.42857142857143,51.42857142857143,45.714285714285715,2011,1,3,0
84836,3,14.0,2.0,27.0,23.857142857142858,21.285714285714285,26.0,2011,1,3,0
84879,33,56.0,8.0,503.0,70.0,68.14285714285714,108.75,2011,1,3,0
84946,35,60.0,154.0,58.0,46.142857142857146,49.57142857142857,88.46428571428571,2011,1,3,0
85099B,37,43.0,47.0,49.0,38.285714285714285,127.07142857142857,112.35714285714286,2011,1,3,0
85123A,220,97.0,41.0,198.0,489.2857142857143,315.2142857142857,259.4642857142857,2011,1,3,0
85152,27,1.0,2.0,36.0,4.0,7.714285714285714,26.642857142857142,2011,1,3,0
POST,13,27.0,13.0,5.0,14.714285714285714,10.714285714285714,12.142857142857142,2011,1,3,0
20718,6,21.0,1.0,10.0,25.714285714285715,17.857142857142858,17.857142857142858,2011,1,3,1
20719,61,41.0,43.0,2.0,48.42857142857143,60.285714285714285,54.07142857142857,2011,1,3,1
20724,48,25.0,10.0,27.0,56.857142857142854,49.285714285714285,48.857142857142854,2011,1,3,1
20725,5,30.0,10.0,34.0,92.57142857142857,80.07142857142857,57.964285714285715,2011,1,3,1
20727,16,1.0,10.0,34.0,28.571428571428573,28.0,26.642857142857142,2011,1,3,1
20728,4,10.0,11.0,3.0,36.42857142857143,29.714285714285715,31.357142857142858,2011,1,3,1
20914,11,2.0,16.0,35.0,55.57142857142857,39.214285714285715,31.714285714285715,2011,1,3,1
21080,122,1.0,14.0,115.0,36.714285714285715,40.214285714285715,44.857142857142854,2011,1,3,1
21166,3,62.0,12.0,12.0,25.142857142857142,22.357142857142858,30.214285714285715,2011,1,3,1
21181,8,24.0,8.0,6.0,24.285714285714285,31.5,55.17857142857143,2011,1,3,1
21210,12,14.0,290.0,13.0,33.0,40.142857142857146,29.857142857142858,2011,1,3,1
21212,73,24.0,300.0,459.0,92.0,94.0,171.75,2011,1,3,1
21213,24,49.0,12.0,51.0,36.57142857142857,71.42857142857143,58.357142857142854,2011,1,3,1
21314,2,10.0,96.0,76.0,14.571428571428571,20.0,25.678571428571427,2011,1,3,1
21481,9,29.0,121.0,21.0,8.714285714285714,26.785714285714285,34.67857142857143,2011,1,3,1
21485,7,7.0,26.0,31.0,16.142857142857142,17.5,27.142857142857142,2011,1,3,1
21731,15,49.0,24.0,483.0,62.857142857142854,63.214285714285715,83.85714285714286,2011,1,3,1
21754,2,34.0,2.0,39.0,12.0,13.571428571428571,16.214285714285715,2011,1,3,1
21755,4,11.0,1.0,7.0,13.0,13.642857142857142,11.035714285714286,2011,1,3,1
21843,4,3.0,2.0,12.0,5.285714285714286,4.857142857142857,9.142857142857142,2011,1,3,1
21929,8,38.0,1.0,100.0,20.285714285714285,37.714285714285715,36.857142857142854,2011,1,3,1
21931,30,130.0,35.0,43.0,57.42857142857143,47.57142857142857,40.892857142857146,2011,1,3,1
21934,18,3.0,2.0,11.0,13.428571428571429,12.571428571428571,9.785714285714286,2011,1,3,1
21977,2,28.0,267.0,122.0,29.714285714285715,79.5,72.67857142857143,2011,1,3,1
22077,6,5.0,15.0,33.0,22.857142857142858,27.142857142857142,35.464285714285715,2011,1,3,1
22111,9,82.0,133.0,63.0,26.857142857142858,29.642857142857142,39.857142857142854,2011,1,3,1
22112,10,8.0,10.0,28.0,13.142857142857142,24.714285714285715,47.214285714285715,2011,1,3,1
22113,45,8.0,10.0,18.0,20.142857142857142,17.5,25.428571428571427,2011,1,3,1
22178,39,12.0,95.0,69.0,50.57142857142857,62.0,74.75,2011,1,3,1
22195,18,3.0,1.0,2.0,12.285714285714286,11.928571428571429,13.357142857142858,2011,1,3,1
22196,8,4.0,11.0,3.0,18.571428571428573,15.5,16.214285714285715,2011,1,3,1
22197,4,7.0,75.0,81.0,55.0,91.07142857142857,125.60714285714286,2011,1,3,1
22326,6,8.0,1.0,8.0,30.142857142857142,35.714285714285715,27.714285714285715,2011,1,3,1
22355,91,115.0,110.0,110.0,66.85714285714286,54.642857142857146,86.60714285714286,2011,1,3,1
22356,30,35.0,54.0,20.0,50.42857142857143,40.142857142857146,37.214285714285715,2011,1,3,1
22371,6,13.0,8.0,3.0,4.285714285714286,4.285714285714286,5.321428571428571,2011,1,3,1
22379,11,2.0,1.0,22.0,16.571428571428573,61.214285714285715,44.142857142857146,2011,1,3,1
22382,3,2.0,2.0,22.0,19.714285714285715,38.5,27.571428571428573,2011,1,3,1
22383,10,83.0,2.0,5.0,55.57142857142857,39.857142857142854,36.75,2011,1,3,1
22384,5,1.0,1.0,4.0,10.428571428571429,10.428571428571429,16.821428571428573,2011,1,3,1
22386,8,20.0,1.0,23.0,49.142857142857146,64.07142857142857,47.67857142857143,2011,1,3,1
22411,31,28.0,44.0,61.0,24.857142857142858,24.214285714285715,34.0,2011,1,3,1
22423,27,53.0,1.0,156.0,61.857142857142854,49.642857142857146,76.39285714285714,2011,1,3,1
22457,18,15.0,12.0,25.0,33.42857142857143,36.214285714285715,36.07142857142857,2011,1,3,1
22467,20,33.0,7.0,120.0,26.0,25.285714285714285,32.035714285714285,2011,1,3,1
22469,42,49.0,24.0,64.0,253.0,157.35714285714286,131.32142857142858,2011,1,3,1
22554,2,48.0,13.0,39.0,61.857142857142854,37.642857142857146,31.035714285714285,2011,1,3,1
22558,4,134.0,50.0,18.0,56.0,42.214285714285715,53.107142857142854,2011,1,3,1
22624,3,9.0,4.0,7.0,5.0,5.214285714285714,7.5,2011,1,3,1
22625,3,10.0,16.0,10.0,5.142857142857143,5.928571428571429,9.0,2011,1,3,1
22629,25,124.0,76.0,101.0,84.0,63.42857142857143,54.67857142857143,2011,1,3,1
22630,3,165.0,18.0,1.0,74.57142857142857,42.285714285714285,33.92857142857143,2011,1,3,1
22652,22,20.0,74.0,35.0,21.0,20.928571428571427,23.857142857142858,2011,1,3,1
22654,6,6.0,1.0,41.0,4.571428571428571,7.285714285714286,13.571428571428571,2011,1,3,1
22659,78,21.0,44.0,27.0,24.0,33.07142857142857,63.42857142857143,2011,1,3,1
22666,5,15.0,4.0,78.0,18.428571428571427,14.357142857142858,20.321428571428573,2011,1,3,1
22667,9,14.0,1.0,24.0,10.285714285714286,9.071428571428571,12.178571428571429,2011,1,3,1
22697,2,16.0,73.0,30.0,11.714285714285714,16.214285714285715,19.678571428571427,2011,1,3,1
22699,3,16.0,25.0,16.0,27.285714285714285,29.285714285714285,25.285714285714285,2011,1,3,1
22727,1,16.0,10.0,38.0,9.0,12.785714285714286,16.785714285714285,2011,1,3,1
22728,1,3.0,16.0,46.0,5.285714285714286,8.0,13.285714285714286,2011,1,3,1
22766,1,13.0,8.0,8.0,20.0,15.142857142857142,11.892857142857142,2011,1,3,1
22804,12,12.0,16.0,8.0,14.857142857142858,13.357142857142858,12.464285714285714,2011,1,3,1
22834,5,33.0,110.0,61.0,47.142857142857146,60.07142857142857,144.0,2011,1,3,1
22960,7,15.0,6.0,23.0,32.285714285714285,22.857142857142858,27.928571428571427,2011,1,3,1
22961,3,37.0,6.0,43.0,112.42857142857143,69.64285714285714,79.67857142857143,2011,1,3,1
22988,5,28.0,12.0,35.0,22.142857142857142,26.285714285714285,44.964285714285715,2011,1,3,1
48138,3,23.0,2.0,17.0,6.428571428571429,5.0,9.714285714285714,2011,1,3,1
48187,16,20.0,3.0,5.0,4.857142857142857,8.285714285714286,9.142857142857142,2011,1,3,1
70006,5,27.0,1.0,5.0,26.857142857142858,51.642857142857146,48.607142857142854,2011,1,3,1
79321,4,42.0,35.0,191.0,35.857142857142854,85.85714285714286,85.75,2011,1,3,1
82482,1,19.0,38.0,24.0,19.142857142857142,21.714285714285715,27.285714285714285,2011,1,3,1
82494L,1,24.0,3.0,1.0,16.857142857142858,20.714285714285715,26.964285714285715,2011,1,3,1
82580,7,8.0,4.0,5.0,5.857142857142857,9.571428571428571,13.035714285714286,2011,1,3,1
82583,6,2.0,1.0,1.0,14.142857142857142,10.571428571428571,20.357142857142858,2011,1,3,1
82600,3,55.0,27.0,24.0,24.428571428571427,20.785714285714285,21.785714285714285,2011,1,3,1
84029G,2,74.0,130.0,29.0,15.571428571428571,26.357142857142858,41.92857142857143,2011,1,3,1
84375,36,2.0,12.0,41.0,15.142857142857142,16.428571428571427,22.285714285714285,2011,1,3,1
84378,56,14.0,2.0,12.0,42.142857142857146,34.42857142857143,25.107142857142858,2011,1,3,1
84692,36,9.0,42.0,2.0,42.142857142857146,46.42857142857143,44.785714285714285,2011,1,3,1
84879,16,88.0,24.0,48.0,66.71428571428571,69.92857142857143,91.96428571428571,2011,1,3,1
84946,80,133.0,30.0,241.0,42.57142857142857,41.07142857142857,87.64285714285714,2011,1,3,1
84991,120,30.0,482.0,30.0,46.142857142857146,76.42857142857143,64.35714285714286,2011,1,3,1
84992,144,78.0,27.0,74.0,59.0,94.42857142857143,72.89285714285714,2011,1,3,1
84997B,1,14.0,3.0,24.0,39.285714285714285,56.785714285714285,34.392857142857146,2011,1,3,1
85099B,87,57.0,122.0,39.0,37.42857142857143,126.35714285714286,111.92857142857143,2011,1,3,1
85123A,18,12.0,24.0,161.0,506.85714285714283,328.0,260.25,2011,1,3,1
85152,6,17.0,27.0,13.0,7.714285714285714,9.5,26.321428571428573,2011,1,3,1
POST,22,5.0,7.0,1.0,12.714285714285714,10.714285714285714,12.428571428571429,2011,1,3,1
10135,31,26.0,2.0,1.0,23.142857142857142,30.0,28.5,2011,1,3,2
20718,150,6.0,27.0,21.0,23.571428571428573,18.214285714285715,17.714285714285715,2011,1,3,2
20719,72,30.0,317.0,131.0,51.285714285714285,61.57142857142857,56.17857142857143,2011,1,3,2
20723,10,101.0,4.0,12.0,32.285714285714285,27.785714285714285,25.357142857142858,2011,1,3,2
20724,21,60.0,4.0,12.0,60.142857142857146,52.0,49.607142857142854,2011,1,3,2
20725,102,21.0,1.0,33.0,89.0,79.71428571428571,56.92857142857143,2011,1,3,2
20726,20,20.0,3.0,2.0,24.285714285714285,40.5,32.25,2011,1,3,2
20727,112,36.0,13.0,66.0,30.714285714285715,28.428571428571427,26.0,2011,1,3,2
20728,20,20.0,10.0,122.0,35.57142857142857,29.214285714285715,31.392857142857142,2011,1,3,2
20972,6,12.0,14.0,18.0,9.571428571428571,8.571428571428571,15.285714285714286,2011,1,3,2
21080,56,11.0,12.0,32.0,54.0,47.92857142857143,45.107142857142854,2011,1,3,2
21166,2,4.0,29.0,3.0,16.714285714285715,21.714285714285715,29.892857142857142,2011,1,3,2
21175,3,8.0,32.0,5.0,305.2857142857143,168.92857142857142,95.21428571428571,2011,1,3,2
21181,3,65.0,3.0,63.0,22.0,31.5,55.25,2011,1,3,2
21210,18,6.0,2.0,26.0,32.714285714285715,20.285714285714285,29.821428571428573,2011,1,3,2
21212,1540,28.0,24.0,254.0,99.0,77.78571428571429,157.96428571428572,2011,1,3,2
21213,29,51.0,505.0,49.0,33.0,72.28571428571429,57.392857142857146,2011,1,3,2
21232,33,17.0,81.0,549.0,28.142857142857142,32.785714285714285,65.75,2011,1,3,2
21314,15,37.0,4.0,24.0,13.428571428571429,13.285714285714286,23.035714285714285,2011,1,3,2
21481,6,12.0,19.0,25.0,5.857142857142857,18.785714285714285,34.25,2011,1,3,2
21485,3,35.0,10.0,67.0,16.142857142857142,16.142857142857142,26.285714285714285,2011,1,3,2
21494,4,26.0,1.0,14.0,16.857142857142858,13.714285714285714,12.357142857142858,2011,1,3,2
21524,4,3.0,10.0,4.0,3.857142857142857,6.642857142857143,8.0,2011,1,3,2
21731,81,24.0,42.0,27.0,58.0,62.57142857142857,67.14285714285714,2011,1,3,2
21733,26,9.0,7.0,72.0,146.0,86.64285714285714,63.535714285714285,2011,1,3,2
21754,15,8.0,2.0,45.0,7.428571428571429,13.571428571428571,14.892857142857142,2011,1,3,2
21755,6,40.0,3.0,4.0,12.0,13.857142857142858,10.928571428571429,2011,1,3,2
21843,1,1.0,2.0,17.0,5.428571428571429,5.0,8.857142857142858,2011,1,3,2
21870,12,13.0,1.0,13.0,7.0,9.571428571428571,19.928571428571427,2011,1,3,2
21929,100,11.0,2.0,9.0,16.0,38.214285714285715,33.57142857142857,2011,1,3,2
21934,7,22.0,16.0,4.0,15.571428571428571,13.714285714285714,10.035714285714286,2011,1,3,2
21975,3,30.0,480.0,60.0,22.857142857142858,56.57142857142857,35.785714285714285,2011,1,3,2
21977,2,48.0,1.0,144.0,26.0,60.57142857142857,68.39285714285714,2011,1,3,2
22077,6,26.0,12.0,49.0,23.0,26.5,34.5,2011,1,3,2
22110,9,12.0,3.0,9.0,10.857142857142858,13.857142857142858,14.821428571428571,2011,1,3,2
22111,2,6.0,29.0,49.0,16.428571428571427,20.785714285714285,37.92857142857143,2011,1,3,2
22113,6,40.0,40.0,47.0,25.428571428571427,20.0,26.392857142857142,2011,1,3,2
22149,4,6.0,6.0,16.0,11.142857142857142,7.5,14.964285714285714,2011,1,3,2
22178,18,1.0,23.0,24.0,54.42857142857143,58.0,73.67857142857143,2011,1,3,2
22195,16,2.0,1.0,6.0,14.428571428571429,13.142857142857142,13.928571428571429,2011,1,3,2
22196,2,27.0,12.0,4.0,19.142857142857142,15.285714285714286,16.392857142857142,2011,1,3,2
22197,52,20.0,8.0,265.0,54.57142857142857,86.0,122.85714285714286,2011,1,3,2
22219,11,31.0,7.0,39.0,12.714285714285714,14.928571428571429,18.928571428571427,2011,1,3,2
22326,236,6.0,1.0,36.0,29.857142857142858,36.07142857142857,27.642857142857142,2011,1,3,2
22356,32,27.0,57.0,72.0,49.714285714285715,38.42857142857143,37.57142857142857,2011,1,3,2
22371,14,4.0,5.0,3.0,3.2857142857142856,4.142857142857143,5.428571428571429,2011,1,3,2
22379,8,2.0,3.0,13.0,17.857142857142858,61.92857142857143,43.75,2011,1,3,2
22383,1,21.0,109.0,83.0,45.142857142857146,40.42857142857143,36.92857142857143,2011,1,3,2
22384,21,10.0,2.0,14.0,11.0,10.714285714285714,16.857142857142858,2011,1,3,2
22386,18,10.0,9.0,23.0,47.42857142857143,64.57142857142857,47.142857142857146,2011,1,3,2
